event_id,signal_date,source_sector,destination_sector,ticker,reference_peak,drawdown_date,lead_trading_days,hit_20pct
12,2017-08-02,traditional,matched_control,1326,66.43943786621094,,,False
12,2017-08-02,traditional,matched_control,1216,42.17141342163086,,,False
12,2017-08-02,traditional,matched_control,1303,52.82176971435547,,,False
12,2017-08-02,traditional,matched_control,6269,96.17527770996094,2017-12-06,87.0,True
12,2017-08-02,traditional,matched_control,1301,65.11071014404297,,,False
12,2017-08-02,traditional,matched_control,1476,269.91851806640625,2017-11-15,72.0,True
12,2017-08-02,traditional,matched_control,1536,117.01457214355469,,,False
12,2017-08-02,traditional,matched_control,3260,54.30896759033203,,,False
12,2017-08-02,traditional,matched_control,5483,42.741111755371094,,,False
12,2017-08-02,traditional,matched_control,2002,19.153989791870117,,,False
12,2017-08-02,traditional,matched_control,2912,206.2144317626953,,,False
12,2017-08-02,traditional,matched_control,8358,32.60945510864258,2017-11-06,65.0,True
12,2017-08-02,traditional,matched_control,1909,31.16607093811035,,,False
12,2017-08-02,traditional,matched_control,8086,59.93256378173828,2017-09-11,28.0,True
12,2017-08-02,traditional,matched_control,6220,44.65886688232422,2017-10-30,60.0,True
12,2017-08-02,traditional,matched_control,5269,357.35040283203125,2017-08-09,5.0,True
12,2017-08-02,traditional,matched_control,4147,221.0,2017-12-06,87.0,True
12,2017-08-02,traditional,matched_control,4174,454.53363037109375,2017-08-14,8.0,True
12,2017-08-02,traditional,matched_control,1590,360.7917175292969,,,False
12,2017-08-02,traditional,matched_control,3231,18.6124210357666,2017-11-30,83.0,True
12,2017-08-02,traditional,matched_control,8069,24.81717300415039,,,False
12,2017-08-02,traditional,matched_control,1314,10.705689430236816,,,False
12,2017-08-02,traditional,matched_control,2105,44.660072326660156,,,False
12,2017-08-02,traditional,matched_control,3189,66.51261138916016,2017-12-05,86.0,True
12,2017-08-02,traditional,matched_control,6239,65.6013412475586,,,False
12,2017-08-02,traditional,matched_control,8112,14.506336212158203,,,False
12,2017-08-02,traditional,matched_control,2231,205.90147399902344,2017-12-18,95.0,True
13,2017-10-25,traditional,matched_control,6209,47.026668548583984,2017-11-09,11.0,True
13,2017-10-25,traditional,matched_control,2049,233.50547790527344,,,False
13,2017-10-25,traditional,matched_control,5483,60.138938903808594,,,False
